,0,1,2,3,4,5,6,7
10,"[0.24814048835102442, 0.24937810559925805, 0.5000000000095416, 0.24937810559924897, 0.25062189554743197, 0.5000000000095501, 0.00248140488351025, 0.44, 0.67]","[0.24937741918586803, 0.24896351314224022, 0.49916943254046797, 0.2497920133550803, 0.24937741918586825, 0.5008305674590537, 0.002489635131422398, 0.44, 1.0]","[0.24754277667361405, 0.249993932198003, 0.49753670784620846, 0.24999393219799895, 0.25246935893852085, 0.49753670784621346, 0.004926584294776303, 0.56, 1.0]","[0.24999931242004458, 0.2491714941296303, 0.4958704885643298, 0.2508298809578449, 0.2499993124200449, 0.49917080662223884, 0.004958704885643301, 0.56, 1.0]","[0.24937741918586626, 0.24979201335508303, 0.500830567459053, 0.2489635131422389, 0.2493774191858663, 0.49916943254047125, 0.002489635131422388, 0.44, 1.0]","[0.25062189554740555, 0.24937810559924686, 0.5000000000095483, 0.24937810559925166, 0.2481404883510597, 0.5000000000095433, 0.0024814048835106028, 0.44, 0.67]","[0.24999931242003318, 0.25082988095783704, 0.4991708066222581, 0.24917149412962225, 0.24999931242003345, 0.49587048856434884, 0.004958704885643497, 0.56, 1.0]","[0.2524693589384621, 0.24999393219800356, 0.4975367078462069, 0.24999393219800323, 0.2475427766736817, 0.49753670784620707, 0.0049265842947775786, 0.56, 1.0]"
11,"[0.48876446768424986, 0.015069920109610958, 0.4912023071097065, 0.4911641206586606, 0.015143907866297653, 0.49361392896992995, 0.004887644676842511, 0.5, 1.0]","[0.49236738798365615, 0.015035583372033675, 0.49236738798407664, 0.4924437830993317, 0.015037916319190473, 0.4924437830989159, 0.00015035583372033663, 0.39, 0.67]","[0.4522419178908018, 0.03227789035076223, 0.45224191789080204, 0.48271027241887005, 0.034452505846921076, 0.4827102724188699, 0.06336323737312811, 0.61, 1.0]","[0.49120230710811663, 0.01506992011183832, 0.4887644676826041, 0.4936139289682516, 0.015143907868544564, 0.4911641206569908, 0.004887644676826038, 0.5, 1.0]","[0.49116412062653925, 0.015143907924725381, 0.4936139289377046, 0.4887644676525051, 0.01506992016776778, 0.491202307077778, 0.004887644676525065, 0.5, 1.0]","[0.492443783089315, 0.015037916336060213, 0.4924437830893541, 0.49236738797402524, 0.015035583388873907, 0.49236738797398716, 0.00015035583388873892, 0.39, 0.67]","[0.48271027242086867, 0.03445250584361007, 0.4827102724208684, 0.45224191788842605, 0.03227789034743143, 0.4522419178884264, 0.06336323738113347, 0.61, 1.0]","[0.4936139289745687, 0.015143907856952249, 0.49116412066324183, 0.4912023071143023, 0.015069920100306661, 0.488764467688821, 0.004887644676888214, 0.5, 1.0]"
12,"[0.33112856715338024, 0.3327800676051638, 0.33278009149544785, 0.3327800676051628, 0.3327800914954489, 0.33443982897417135, 0.0033112856715338127, 0.5, 1.0]","[0.33278006760840484, 0.331128567150179, 0.33278006760840295, 0.3327800914922085, 0.33443982897740737, 0.3327800914922104, 0.0033112856715017858, 0.5, 1.0]","[0.33114734828365255, 0.3344263166142152, 0.3311473482836505, 0.33442631661420563, 0.33114734828366016, 0.3344263166142076, 0.0032790053060383195, 0.5, 0.67]","[0.3327800914940466, 0.33278006760656714, 0.3311285671519946, 0.3344398289755699, 0.3327800914940493, 0.33278006760656403, 0.003311285671519959, 0.5, 1.0]","[0.33278006760593987, 0.33278009149467075, 0.33443982897495034, 0.331128567152613, 0.33278006760594186, 0.33278009149466864, 0.0033112856715261435, 0.5, 1.0]","[0.3344263166142145, 0.33114734828364634, 0.3344263166142077, 0.33114734828366205, 0.33442631661419203, 0.33114734828366865, 0.00327900530603812, 0.5, 0.67]","[0.33278009149601046, 0.3344398289736065, 0.33278009149601734, 0.3327800676046008, 0.3311285671539394, 0.3327800676045938, 0.003311285671539405, 0.5, 1.0]","[0.33443982897246144, 0.3327800914971593, 0.3327800676034526, 0.33278009149715937, 0.33278006760345225, 0.3311285671550699, 0.0033112856715507063, 0.5, 1.0]"
13,"[0.4958704885643743, 0.2491714941296074, 0.24999931242002268, 0.24999931242002268, 0.4991708066222812, 0.25082988095782494, 0.004958704885643756, 0.56, 1.0]","[0.4991694325404689, 0.24896351314224058, 0.2493774191858667, 0.2493774191858667, 0.5008305674590543, 0.24979201335508106, 0.0024896351314224047, 0.44, 1.0]","[0.49753670784620585, 0.24999393219800564, 0.24754277667369048, 0.25246935893845346, 0.4975367078462065, 0.24999393219800475, 0.004926584294777838, 0.56, 1.0]","[0.5000000000095469, 0.24937810559924836, 0.24814048835103003, 0.2506218955474345, 0.5000000000095445, 0.249378105599251, 0.0024814048835103105, 0.44, 0.67]","[0.4975367078462058, 0.24999393219800692, 0.25246935893842876, 0.24754277667371508, 0.4975367078462036, 0.2499939321980095, 0.004926584294778073, 0.56, 1.0]","[0.5000000000095484, 0.2493781055992461, 0.25062189554745856, 0.24814048835100677, 0.500000000009544, 0.24937810559925047, 0.0024814048835100776, 0.44, 0.67]","[0.4991708066222212, 0.2508298809578564, 0.24999931242005025, 0.24999931242005025, 0.4958704885643185, 0.249171494129636, 0.004958704885643193, 0.56, 1.0]","[0.5008305674590532, 0.24979201335508192, 0.24937741918586737, 0.24937741918586737, 0.49916943254046897, 0.2489635131422398, 0.0024896351314223977, 0.44, 1.0]"
14,"[0.48876446768237636, 0.49116412065673704, 0.015069920112348882, 0.015143907869059602, 0.4912023071078697, 0.49361392896797496, 0.004887644676823767, 0.5, 1.0]","[0.4911641206635158, 0.48876446768909804, 0.01514390785532989, 0.015069920098681865, 0.4936139289748746, 0.4912023071145182, 0.004887644676890984, 0.5, 1.0]","[0.4522419178852271, 0.48271027242355724, 0.032277890343018444, 0.034452505839222644, 0.45224191788522666, 0.4827102724235575, 0.0633632373919233, 0.61, 1.0]","[0.4827102724240437, 0.4522419178844858, 0.03445250583833063, 0.03227789034212079, 0.4827102724240429, 0.45224191788448664, 0.06336323739416973, 0.61, 1.0]","[0.4923673879350769, 0.4924437830507949, 0.015035583454807667, 0.01503791640204307, 0.49236738793516527, 0.4924437830507117, 0.00015035583454807655, 0.39, 0.67]","[0.4924437832848706, 0.49236738817175285, 0.015037915986905627, 0.015035583040054099, 0.4924437832852098, 0.49236738817141357, 0.0001503558304005397, 0.39, 0.67]","[0.49120230707768947, 0.4936139289375239, 0.015069920168038266, 0.015143907925001126, 0.4887644676523615, 0.49116412062641424, 0.004887644676523631, 0.5, 1.0]","[0.49361392896804784, 0.49120230710774154, 0.015143907870188385, 0.015069920113485158, 0.49116412065671605, 0.48876446768235876, 0.004887644676823595, 0.5, 1.0]"
15,"[0.24814048835100086, 0.24937810559925505, 0.500000000009544, 0.2493781055992513, 0.5000000000095475, 0.2506218955474565, 0.0024814048835100195, 0.44, 0.67]","[0.24754277667362448, 0.24999393219800592, 0.4975367078462107, 0.24999393219800584, 0.49753670784621035, 0.252469358938503, 0.004926584294776813, 0.56, 1.0]","[0.24937741918586767, 0.24896351314223972, 0.4991694325404688, 0.24979201335508155, 0.5008305674590532, 0.24937741918586764, 0.002489635131422395, 0.44, 1.0]","[0.24999931242003529, 0.2491714941296236, 0.49587048856434607, 0.25082988095783953, 0.49917080662225366, 0.2499993124200351, 0.004958704885643468, 0.56, 1.0]","[0.24937741918586692, 0.2497920133550804, 0.5008305674590551, 0.24896351314224002, 0.49916943254046925, 0.24937741918586695, 0.0024896351314223986, 0.44, 1.0]","[0.24999931242002904, 0.25082988095783515, 0.49917080662226443, 0.24917149412961379, 0.4958704885643618, 0.24999931242002907, 0.004958704885643624, 0.56, 1.0]","[0.2506218955474086, 0.2493781055992509, 0.5000000000095467, 0.24937810559925228, 0.5000000000095457, 0.2481404883510513, 0.002481404883510521, 0.44, 0.67]","[0.2524693589384127, 0.24999393219800609, 0.4975367078462055, 0.24999393219801125, 0.4975367078462017, 0.24754277667373392, 0.004926584294778558, 0.56, 1.0]"
16,"[0.33112856715338024, 0.3327800676051638, 0.33278009149544785, 0.3327800676051628, 0.3327800914954489, 0.33443982897417135, 0.0033112856715338127, 0.5, 1.0]","[0.33114734828365255, 0.3344263166142152, 0.3311473482836505, 0.33442631661420563, 0.33114734828366016, 0.3344263166142076, 0.0032790053060383195, 0.5, 0.67]","[0.33278006760840484, 0.331128567150179, 0.33278006760840295, 0.3327800914922085, 0.33443982897740737, 0.3327800914922104, 0.0033112856715017858, 0.5, 1.0]","[0.3327800914940466, 0.33278006760656714, 0.3311285671519946, 0.3344398289755699, 0.3327800914940493, 0.33278006760656403, 0.003311285671519959, 0.5, 1.0]","[0.33278006760593987, 0.33278009149467075, 0.33443982897495034, 0.331128567152613, 0.33278006760594186, 0.33278009149466864, 0.0033112856715261435, 0.5, 1.0]","[0.33278009149601046, 0.3344398289736065, 0.33278009149601734, 0.3327800676046008, 0.3311285671539394, 0.3327800676045938, 0.003311285671539405, 0.5, 1.0]","[0.3344263166142145, 0.33114734828364634, 0.3344263166142077, 0.33114734828366205, 0.33442631661419203, 0.33114734828366865, 0.00327900530603812, 0.5, 0.67]","[0.33443982897246144, 0.3327800914971593, 0.3327800676034526, 0.33278009149715937, 0.33278006760345225, 0.3311285671550699, 0.0033112856715507063, 0.5, 1.0]"
17,"[0.48876446768424986, 0.015069920109610958, 0.4912023071097065, 0.4911641206586606, 0.015143907866297653, 0.49361392896992995, 0.004887644676842511, 0.5, 1.0]","[0.4522419178908018, 0.03227789035076223, 0.45224191789080204, 0.48271027241887005, 0.034452505846921076, 0.4827102724188699, 0.06336323737312811, 0.61, 1.0]","[0.49236738798365615, 0.015035583372033675, 0.49236738798407664, 0.4924437830993317, 0.015037916319190473, 0.4924437830989159, 0.00015035583372033663, 0.39, 0.67]","[0.49120230710811663, 0.01506992011183832, 0.4887644676826041, 0.4936139289682516, 0.015143907868544564, 0.4911641206569908, 0.004887644676826038, 0.5, 1.0]","[0.49116412062653925, 0.015143907924725381, 0.4936139289377046, 0.4887644676525051, 0.01506992016776778, 0.491202307077778, 0.004887644676525065, 0.5, 1.0]","[0.48271027242086867, 0.03445250584361007, 0.4827102724208684, 0.45224191788842605, 0.03227789034743143, 0.4522419178884264, 0.06336323738113347, 0.61, 1.0]","[0.492443783089315, 0.015037916336060213, 0.4924437830893541, 0.49236738797402524, 0.015035583388873907, 0.49236738797398716, 0.00015035583388873892, 0.39, 0.67]","[0.4936139289745687, 0.015143907856952249, 0.49116412066324183, 0.4912023071143023, 0.015069920100306661, 0.488764467688821, 0.004887644676888214, 0.5, 1.0]"
18,"[0.4958704885643453, 0.2491714941296238, 0.24999931242003554, 0.4991708066222511, 0.24999931242003545, 0.2508298809578421, 0.004958704885643467, 0.56, 1.0]","[0.4975367078462018, 0.24999393219801222, 0.24754277667372823, 0.497536707846206, 0.2524693589384138, 0.24999393219800806, 0.004926584294778631, 0.56, 1.0]","[0.4991694325404669, 0.24896351314224244, 0.24937741918586676, 0.5008305674590547, 0.24937741918586673, 0.24979201335508078, 0.0024896351314224246, 0.44, 1.0]","[0.5000000000095481, 0.2493781055992428, 0.24814048835102345, 0.5000000000095437, 0.2506218955474496, 0.2493781055992467, 0.0024814048835102302, 0.44, 0.67]","[0.4975367078462091, 0.24999393219800692, 0.25246935893846906, 0.497536707846208, 0.2475427766736644, 0.24999393219800753, 0.00492658429477745, 0.56, 1.0]","[0.49917080662225505, 0.2508298809578388, 0.2499993124200349, 0.49587048856434596, 0.24999931242003456, 0.2491714941296241, 0.004958704885643456, 0.56, 1.0]","[0.5000000000095486, 0.24937810559924828, 0.25062189554741415, 0.5000000000095425, 0.24814048835104663, 0.2493781055992549, 0.002481404883510473, 0.44, 0.67]","[0.5008305674590529, 0.24979201335508208, 0.24937741918586737, 0.4991694325404701, 0.24937741918586745, 0.2489635131422391, 0.002489635131422391, 0.44, 1.0]"
19,"[0.4887644676848874, 0.49116412065926746, 0.015069920108335504, 0.49120230711031576, 0.015143907865018836, 0.4936139289706012, 0.0048876446768488764, 0.5, 1.0]","[0.45224191788577983, 0.4827102724230357, 0.032277890343799354, 0.45224191788577894, 0.03445250583999914, 0.4827102724230366, 0.06336323738994894, 0.61, 1.0]","[0.4911641206576554, 0.48876446768334725, 0.015143907867125626, 0.49361392896895795, 0.015069920110422358, 0.4912023071087963, 0.004887644676833473, 0.5, 1.0]","[0.4827102724195055, 0.45224191789013124, 0.03445250584589662, 0.4827102724195065, 0.03227789034973193, 0.4522419178901301, 0.06336323737551579, 0.61, 1.0]","[0.49236738804101987, 0.49244378315611737, 0.015035583272981507, 0.4923673880413485, 0.01503791622002677, 0.492443783155787, 0.00015035583272981473, 0.39, 0.67]","[0.4912023071110633, 0.49361392897122564, 0.015069920106932153, 0.488764467685568, 0.015143907863608471, 0.49116412065999254, 0.004887644676855693, 0.5, 1.0]","[0.49244378322728183, 0.49236738811314723, 0.01503791609284547, 0.49244378322727267, 0.015035583145926987, 0.49236738811314845, 0.0001503558314592688, 0.39, 0.67]","[0.4936139289642875, 0.4912023071040862, 0.01514390787659264, 0.49116412065297366, 0.015069920119852795, 0.48876446767870274, 0.004887644676787026, 0.5, 1.0]"
20,"[0.49587048856434723, 0.4991708066222501, 0.249171494129621, 0.24999931242003667, 0.24999931242003667, 0.2508298809578418, 0.004958704885643478, 0.56, 1.0]","[0.49753670784620857, 0.49753670784621257, 0.2499939321980074, 0.24754277667362365, 0.2524693589385053, 0.24999393219800298, 0.004926584294776653, 0.56, 1.0]","[0.49753670784620385, 0.497536707846211, 0.2499939321980075, 0.2524693589384618, 0.24754277667368113, 0.24999393219800006, 0.004926584294777648, 0.56, 1.0]","[0.4991708066222363, 0.4958704885643314, 0.25082988095784875, 0.2499993124200431, 0.2499993124200431, 0.24917149412963005, 0.004958704885643327, 0.56, 1.0]","[0.49916943254046936, 0.5008305674590531, 0.24896351314224038, 0.24937741918586662, 0.24937741918586662, 0.2497920133550826, 0.0024896351314224047, 0.44, 1.0]","[0.5000000000095431, 0.5000000000095488, 0.24937810559925233, 0.2481404883510075, 0.25062189554745673, 0.24937810559924617, 0.0024814048835100763, 0.44, 0.67]","[0.5000000000095458, 0.5000000000095469, 0.24937810559925122, 0.250621895547455, 0.24814048835100616, 0.24937810559925003, 0.00248140488351007, 0.44, 0.67]","[0.5008305674590551, 0.49916943254046986, 0.24979201335508164, 0.24937741918586553, 0.24937741918586553, 0.24896351314224074, 0.0024896351314224094, 0.44, 1.0]"
