,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1925,,,,,,,,,,,,,,,,,,,,,,,,,
1926,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1927,,,,,,,,,,,,,,,,,,,,,,,,,
1928,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1929,6,7,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
1930,6,6,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,
1931,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1932,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1933,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1934,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1935,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1936,6,6,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1937,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1938,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1939,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1940,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1941,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1942,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1943,6,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,,
1944,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1945,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1946,,,,,,,,,,,,,,,,,,,,,,,,,
1947,6,6,7,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,
1948,,,,,,,,,,,,,,,,,,,,,,,,,
1949,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1950,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1951,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1952,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1953,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1954,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1955,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1956,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1957,6,7,8,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
1958,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1959,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1960,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1961,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1962,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1963,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1964,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1965,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1966,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1967,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1968,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1969,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1970,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1971,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1972,,,,,,,,,,,,,,,,,,,,,,,,,
1973,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1974,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1975,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1976,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1977,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1978,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1979,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1980,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1981,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1982,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1983,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1984,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1985,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1986,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1987,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1988,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1989,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1990,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1991,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1992,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1993,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1994,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1995,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1996,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1997,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1998,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
1999,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2000,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2001,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2002,6,7,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2003,6,7,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2004,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2005,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2006,6,7,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2007,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2008,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2009,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2010,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2011,6,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2012,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2013,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,,,,,,,,,
2015,6,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2016,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,,,,,,,
2018,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2019,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2020,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2021,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2022,6,7,8,8,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,
2023,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2024,6,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2025,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2026,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2027,6,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2028,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2029,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2030,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2031,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2032,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2033,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2034,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2035,,,,,,,,,,,,,,,,,,,,,,,,,
2036,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2037,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2038,,,,,,,,,,,,,,,,,,,,,,,,,
2039,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2040,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2041,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2042,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2043,6,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2044,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2045,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2046,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2047,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2048,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2049,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2050,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2051,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2052,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2053,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2054,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2055,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2056,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2057,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2058,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2059,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2060,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2061,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2062,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2063,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2064,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2065,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2066,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2067,,,,,,,,,,,,,,,,,,,,,,,,,
2068,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2069,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2070,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2071,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2072,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2073,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2074,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2075,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2076,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2077,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2078,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2079,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2080,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2081,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2082,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2083,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2084,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2085,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2086,6,7,7,7,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,
2087,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2088,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2089,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2090,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2091,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2092,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2093,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2094,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2095,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2096,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2097,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2098,6,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2099,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2100,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2101,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2102,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2103,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2104,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2105,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2106,6,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2107,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2108,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2109,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2110,6,7,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2111,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2112,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2113,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2114,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2115,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2116,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2117,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2118,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2119,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2120,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2121,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2122,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2123,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2124,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2125,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2126,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2127,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2128,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2129,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2130,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2131,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2132,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2133,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2134,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2135,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2136,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2137,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2138,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2139,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2140,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2141,,,,,,,,,,,,,,,,,,,,,,,,,
2142,,,,,,,,,,,,,,,,,,,,,,,,,
2143,6,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2144,6,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2145,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2146,6,7,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2147,,,,,,,,,,,,,,,,,,,,,,,,,
2148,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2149,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2150,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2151,6,7,8,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2152,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2153,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2154,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2155,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2156,6,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2157,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2158,,,,,,,,,,,,,,,,,,,,,,,,,
2159,6,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2160,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2161,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2162,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2163,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2164,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2165,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2166,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2167,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2168,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2169,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2170,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2171,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2172,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2173,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2174,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2175,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2176,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2177,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2178,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2179,,,,,,,,,,,,,,,,,,,,,,,,,
2180,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2181,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2182,6,7,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2183,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2184,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2185,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2186,6,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2187,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2188,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2189,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2190,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2191,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2192,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2193,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2194,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2195,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2196,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2197,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2198,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2199,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2200,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2201,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2202,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2203,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2204,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2205,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2206,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2207,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2208,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2209,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2210,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2211,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2212,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2213,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2214,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2215,,,,,,,,,,,,,,,,,,,,,,,,,
2216,,,,,,,,,,,,,,,,,,,,,,,,,
2217,,,,,,,,,,,,,,,,,,,,,,,,,
2218,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2219,6,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2220,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2221,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2222,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2223,,,,,,,,,,,,,,,,,,,,,,,,,
2224,,,,,,,,,,,,,,,,,,,,,,,,,
2225,6,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2226,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2227,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2228,,,,,,,,,,,,,,,,,,,,,,,,,
2229,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2230,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2231,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2232,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2233,,,,,,,,,,,,,,,,,,,,,,,,,
2234,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2235,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2236,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2237,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2238,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2239,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2240,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2241,,,,,,,,,,,,,,,,,,,,,,,,,
2242,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2243,,,,,,,,,,,,,,,,,,,,,,,,,
2244,,,,,,,,,,,,,,,,,,,,,,,,,
2245,6,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2246,6,6,7,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,
2247,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2248,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2249,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2250,6,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2251,6,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2252,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2253,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2254,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2255,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2256,6,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2257,,,,,,,,,,,,,,,,,,,,,,,,,
2258,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2259,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2260,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2261,6,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2262,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2263,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2264,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2265,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2266,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2267,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2268,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2269,,,,,,,,,,,,,,,,,,,,,,,,,
2270,,,,,,,,,,,,,,,,,,,,,,,,,
2271,6,7,8,9,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2272,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2273,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2274,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2275,6,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2276,6,7,6,7,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,
2277,,,,,,,,,,,,,,,,,,,,,,,,,
2278,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2279,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2280,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2281,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2282,6,7,8,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,
2283,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2284,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2285,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2286,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2287,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
2288,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,
